input,output
2+2cbb+b+0(0bc00*)11((b0ac/(/-1+-()(b20(c(b-))0c)1(cc)1b01ac)-aa(a/22c/c*2c)c-ca/1-ba0*1*a1*/(a0(c0+*-b2c(c121b/bb*(2++*/0+/*/*a*cb)01a(c21c-1a+-/+)1)))(a)**(b+bab)/+)(*b)0*-*22b/2)a)(cc(/-*-0*bc++(a))+bb/2*+/(0b)/0()*02b*2))*(1-*(((bb2(0ab02cc2/aac-(--1a++-0b-1-1/a-ca)a1cc+22b((-2-()a1aab00*a1))+2-b1*c12)/+21a-0((/2/00bc+-a0*(a(***0+(2bb-1(a2(1*10aa(1b2b)1+a12c)b0)1b*ac)))-1+1)(/*c+bb)+1ba1c12ac+0)+(2/ab1b2010-2ca2*bc(*)0b))a-cca*01+(c01a-(2ccb1(1cb200())b(*acab)1a(0a1a2b--()a+(-()b0(12201ba1(/b0a(2+0c(00/(2b(20aa,incorrect
-(-*2a-)(cc/a))b(+001())b//cc)a()1aab)aa)bb))abb02(b0)0)a1100*)-22+)00(cc)/ab-bab22b2/c*aa11/-c*2000c1)c(((c)/b0*c-a+/c(2*)/)1-0(0b2)12)21+b2/+a-+2c+-a*c+/1(1-((cb*11//b1-)1+c000/--)(abbabc2)2(*2a))(ba-aca22ab(0+1)()10-)120b*(a*c(00c)0b0-+cb2-+)/2)++0c11*(c1/baa0200c01b-/1bcb(ab-/a+2b+*1a-+aa1cb+)a/(011/-(+c(c)+0-+)/1)22000c/(12cc-)(2b1/(*b/-)1*0a(10(/+/()*)()/**a1-/1(((bca1)ab-b2(-2ba)0--+*a+b))0+)c+00/2()2-0ca**)0/()/b*11+)(a)20(/22c-b2b2b2ab2)0+/+c01)/0(a2)+bb*(11/0)-acca1*+)1b0c21a/*-+00**+22-01c-/2c2c+a2*()+bc21()b*cb)++(cc(c)c(a0-+0ab-((cc(/(000)2a(c)0c()1-2b2+)a--0-(1-a+*2b)+10*)ac1a1)ca022*02)1)b01+(-11b/(0(*1*ccab2b1)2bc/(caa)2-a2*c(cbc2)2))-)ba2b)(b(acb21*+2cc2)c-/b+/(c*-(*0+-*2a()ba2(c-0c21b(0(cb(*0(/+0b1/1c1bc-b((0(c+-))(cc(-*b(a1+2a++*)2(((1/abc))b02221a*a(-1-c*0(2ab)00c-a))0(0a02-))()22b0))b00(b(01/*b+/)+01cab)11(+)(1**/ac/)21(+/(c)b(12*(b(*+1))))*+)+c2///0/),incorrect
/)1(1ccabb*()c-/(2*0)c()(200*ab2a)01c(/)2)*a+()0(a220)(1b/()1ba2a1(a/(0(b1-0a-)a/a2c+-*1)+2-b*bc(-0((ac)/+a+2a)b)(1)+*+)2b*)a()+))2()b(((a)a)ab1/*c1a+)b*)20(a/)c2ca120(0a1ca*a2(1a(0a+(*-(b(0cb1)((c102*2+b1+*(c)*+2()b(a*aa01*0(a/(+-bc+b/+1b))(/bc)+c-00(2)*(-a)1++))(c*ab0)-ca0a10/0b-(*)/)*--a(cb1,incorrect
)/cc1*bb((-b-()+2))2(cc)1/(0/02*)c)/cacc*/(-(-)*+)2c2b2c)(-aa0/2b0((0c+/(*)-(((c((b)(a0b1a(1c)+20(c(bbb(+-2a1)()-0)0))+00)2)))c(c+)2*+b-/c+201c/(-1a/2122(*())1b/(0-/)/caaa(-*-*1*c020/c21(/1b20())2+11(b0/)(()aa/c/b-1(a1bb+b/c10/(b//1)1cb*((++/a)2c/2b0(bac(011/(b-ba/1(*-+(0b02*+-*--22*)*2//00)+2)(0b-*ca0-(0c1(+-(b//a-)(b-)-1b(10b1c(2b0+(1b(*a-))-b2/+b)c+0+0ac*(((*cb-*1*-/+abb2)a/c1()*2+acaaa()(0a-10-)*1c)a0bc+2bc/c-/+2*c-(20-2(*+2*-a-c00a(0()(+-cb01((b(b0*b0+/)*12c1(0-a00()02(c())a+(+-(2)c0+22(0-)0*/00)+)a()-)((02)1-)1b))*(/)bc()1c-c)c(-cbc-ccb(011122-12(((2b*-(+*(a*c)2212+10)(+b-(c-)-*(0))-ab/1c(a/0a++(cb1(a2)/0)*bc-)/+(0)(/a(+--)*0)b0-10b(*2)0(0b2-cb+)((a)c02-+2ca(/0/c++ca)0b/))2c(+2**+b2c-)*/++1)/-+1*21)+)-b1(-+b+a*)+)1)-(-+)aa1aa1c+02)b/)-b01+c*200a1)(c22++c2(a)baba+)-)200-(1+0-),incorrect
*1()+b)b(**0((a2c)c(--(b(+22*)2)0)b()b*(*+b21a-)1-)*/aa)-(01(()-0-ac/aa/2(+-(b()0)aa2+0)*(**+ac00+(/(20a2)-(ac1212b+20(2()0))20((a1cbaa1))c(111a))+-/c)1*0/c(((+a21/+c)*)b(/c/2(c)c2b/*221))1b1(1+/(a(*+)-1c1*)()1*b2*-0(b+((00)+)(2)a22b((0*00/2))2bb(b+22+)-b1(b)++(--a)*)1bc0+)c0-a+/2+)c(/)b1)0)0((+-c)a+0010)20(1*)0)ac/ca20+1+b-/(*0)aa)/*2)c0c*1(+*b0cc00-/)bb1),incorrect
0/1(00)-)1/c0((a*b*2-(21)21)b++)*-a20()a(((1)(2b2ac2+b))cb20+0cac(+)-((ab(1*00+/()/c((2-/b))+)ab/1-0c(bb((1-a((bc(*(a0+,incorrect
a-+)(bb()ac+1*(1*b0(2/b1*+(1b1)1(/1c)00++b(1111)bc0((*)1-c))+/0a+*1*ac1aaac0))111cc+(1//(c(/((c)(112(*(a1/(c(1b0+ba)a01)(*()0(-)((*+-(a11()b1()2c(b0a2210+1b11*a1b22/0(2+b-+(/(-1(/2)*ac01+/)(1b/1)c(/+(2)*c)/*c2c*+*+(c)+2a*2(*)c*1)c0baa)/0/22b12a/)021)/(0)1a*-)*)1*c()2ac*c*)+)**2()*))(b(a*2*)*1)(a-)cb-)a1c2*1-2b2)a/-b1bb/2+0001()1(+)21(c+1b)2*)))a1ab/)*((*(a(a)2/2*1*)))bac)1b/0(0+(-1)b+c1-)221(0-a*-(+b()2*0-*(c+-+a(b,incorrect
cb20+ba1(+)1++()a//-0-0*a)0b)/-0/11a((*))*)1-c(aa+1))*02c/+21-2))*1(21(/(c10(a00((12)0ca+++a+(+(+00)c2/b+2c2c*+2-(ac*-1a-)a1*(-bc20a*)aa2c22+(*2cc1-/)-/(2c1+)+()2)/0+(20(a+-a(bb*ca//c2/(a*-b2))a*ca*000a)/()-2/-+2ccac(bc0a+b0)b+(2c)10)2(a*(*+*+bc(()+1(0b)c(1c2acbc*b1a)(+)bc1/a2-)1cb)a+b+)))c0/+))2a0a(0+21ab*)0(a2*--//2bb21(-b*c)c2/22))-(c1)/2+(0ba(b2a/*a/2-(02*(1(cb122b)-()(+2)(/(*10b)/-c*1+2a2)-)))2(2bc()+--c0*ca/2b++*2(+c01+(a/c20*211a1-1)1-bb)2+(c)*bb(22(1+2ccb-))*2+1b2(+(*2+a+/22c2ac1b((a10c02+()(++1)+1*c2++11(2aba1a)(-11*b)c2)1000)0/+bb2+c1+*202)0((11222b(1aa(-c(bb(a*)c1+1bbc2)0)2(/2/*c2c1--ca)c(+1bb2+10(c*((1(ac1-aa*1)b(1a+)+c)101)(/b2)bb0a0/1cc220-/*))c((2c)()-2--()a011ba-(b1(+-b+)a/()b2(/+*1ba0)12*)1)//01+**1)0()cb(0a1a/)+c2*(+*1a)2-0(*101ba*cb(/0a/)++1)0)()*2)c22-*(a(*+)c(a210b1ca/2(+bb(*/0)(a1(0bc-((1)a-*)a)0))()-bb)bb)(c1100)/+0)c1-c(b//)2(-a0()11()-)0+b+)200cb0)/0c-b0-0cb(c/1bab0*cc)c/+)2+*a+/02a220)bab21/2()))))0((0-ac-b)()1+0(/b*c)0*)1a)c1ca(1+(b*+(,incorrect
-c(+c0-(c((((2-a/c+c-()0//c*-/*/12((-00/(b(b/ba++)*00)a10-ac0(*)a*c(+-/c02c1-*1c1+a12cb)1c(0)))(/12*(-*2)2(cc(+2(a1()+200((()*122b+)+)a1)21-)(+)a+0-b1/(01//)c)b1a))c)00)a0b-+*2**-1a-()**cb/a)1/(12)cab-1/0c(//(ac1)((+)01+b)2(0-((b2(c*/c1(1b(*)*021*-+2*2(/a0(cb-c2)(++122-)-a1*+0(/0bb01ab+/-c2b+*(/c*/(2/*+)//((c1b/02/0-b)2-)1*(1b-2)+c((,incorrect
a()ac0+cc-2b1)0*11(a)a1+(*00ac-+2)))bc()+-0+)(ca1+c-11)*(()b)*1(-+aaa2/))a)c12+11)11*00a0a+*2cca1a*1((+c2+()(2*2()*/)aba*ab)/)b)/c2a-1-c/)(2-ccccc/1)c20c/)1((*20++121-(0)((b-(bcb)(0(bbc0*/0b0(c12(b*20-c()-))b(/0c-b01(/))+(a()+(c(-((bc-))b2cc1/*(0+02aab+(b/))b(0)1a0b(-b1*b+a*)+)b-1((b())21bc-b*)/12+((a+a)2*12-0(0b/212-(a/000(01+))(-b)/0a2cc)21+*)a2b(/2a/b1*1/1c+)2c0ca1()1/0a-2,incorrect
2a1c(bbb((cb-/c-/(*a))b11)/c*b(()22(a+a2+-)a+(11baac-a-c200)*)((-2+1c2(-(0//b0)b2(0(-/2()--(*(+)c)a())(2ac2(2-bc*1+b,incorrect
2c(a1c))a(((()cc)0b1-(*2b*)(2)c/c00c)()1(00*2*/)a/*)11-(2)(+2a1()c+/c(1b(b-(c(*+c(b20((0cc2(/)(-0)b-102a1(c)/b0bac1(a(+2+(11//)a0*b20c2()a2)11*2+)+/))**-*(ac000b(b()a-c(2/+(22+0)/c)(2c2a)2-b*000+/()1)+-b()(+02(cc1(+*b0+/*(+-(/0bc(-1*022(1b(-(*b1122-/))/)baa0(a2a0+(--c)0*+-1a-*bc-c-)/2-/0bca(/a*()b(-c)c-(0ccab)b)*a1*()(1)1aa21b+*a10//2c2*)(*c/)-1()2*b00(2c/()a)*)(b2c(a))c)(-00c1/cc)*a(/b*(c212c0a2a)-+a(+b-b1c0b)10((()(01)(0aa1(1a02+/0(()1a(-(b))/)/a**-/22+a((ab*(cca1)*()-c/1b-)+0a(bca)a)(+)(b(a(/(-21aa0b(ba1*-c((21ba)/c+1a)(1(a(-a1+bbb0+b)1)())bb0**bb(**(*)/+()01()0+(aa211(+1c0+/)/1a-a21)+2(0)a)0)b2a1*c-)+/b(---2c/*b++1-b1(+b-))1a(*+/))b2a*2)(+c1-a+1bac222c0(1c(a-1c0-(a-c2a+)*+c2a()b*-(cb+b+0(/*c+1a(a)-)a+c0-)-)bc+)-)a1+ac(/c2)c1-1)c2/-(*2)))c2a21/b-)(0)b)bc+a(/*)-(-0a)(a)(2/bc)0*0*(a02/a2)/ab)b((/cb2-c1b(/c02/(c)1a2b12,incorrect
ba0)c+b(11)a+c*/-)0)+a+*000)0)+(a+(c))a/b01--10()12)2)((1b-c+bb/)1)+c*a1*(+1b))0(-b(210a--01))1)0(b)ba(0/(*((1cc2)(-*/-)01+12(10-a1a-0()2b/)2*)1()c01)(0+1+(((21(c(b(-1+b21b0/)-/c02b)a1bb+b*-10+(b-2)0ac12)101)b10a))21c*1(b*/*))2+20))/(*2b()0000b(22)+2c0000/)-(1c))0)*)aa/a(21+-(c)a()b11a+/-a0-0*+a())-2a*1*(a(-))/(b))a/*a()(()*)/(a/(+(c+(a1*(*)1)*)*(0bc-(0(+a(00)-b(a2/)-cc)2)+(cb/0*c1b(/(0(a)*ccc((*10+c)+bb01*(00)0/0-(2)b/-(02)22)+2/+ab00b*0212(b(aa(a)-c22+*b*-)(+)c*ca2(c))-*cc(0))2a)c0-b)*)ab1(*(*11(a(21-1)0()cac(a()/a+a()ab01b(+)()*c2b(a1)0c+)00+c-(2/101*10ba0c)((12*)*(-()a*02(/c-2)+++12121c+/(2b12-1-(b2c2((/02-*0/aa)(/)/(()1c02b1)b)a+*a(*22c)0c+/((b-)a21/(b()c-//12a+1*)((/)acc)*c00c)a0()(c++1+(*bbc1)bab/1-+b-b)1a(b()aa--)21-)c*b)0c*(21c)a(/-+-*+0*+0+0001(a0(--1)+)b(a2+b2)+bb*(/a1-)2*((*)0c()-(-ca+a(0cc(/(a*(-0)1,incorrect
0/b0()*c1+1*0()-()0)0ab+-a2a0ba-*/c*1(a-0--*a1a)b)a)2a(*21(/0-(c(2b(+)+-)c-01-c(0/1a2/a211*2(a)()a2aba0)/1(/2(0+b2*//+b12aa0+c-*(//0b/b(+a1ca-2(c2ac(a2/(+c22)b0b1-b20c))*22)02c/b0+b0()+0-+00-11)b+2)/+2()**ac+b*)2(1/)cc222a(0(--1()b-/a0cacb0aa(0121(//-(()+)0c-(0(+-a(/cb*)0/0*c2-c2*0()/a1b(c)(()*-**))bb*c/1aa(*a/)+)*1(bc2a-)*)12-+(a)0a)/--()))b)a200ac+(/*2a12()+0b*c01)2(2/c20c(c)1ac0c(/acc2bb(2+*1-2a2b2b(22+1/b/c)1)-b(-b/(b1c+(aa(2(-((-()ccb(*)0))c-(2c//0/cb+((1/)a((b*)221+bb(()*)1*c)a2*(00a(-a022)+*/)/)--+)+1c)+a+()+c)-/ac*/b-c2)1+*2(b0cb-a+)(c++)0c/0)ba(b-a*+2)11ac/cb*/2*2-a0(/a+-1b2a20)2((+a000*2)2-a/b)c0b(+b1*b+-cc(0/0(2(()aa2a(b2)2a+c(c2ac)-bb-c)a1/)()a(aa/))c*a)c+1(01(c2+-aa)/ab/())((a/(*)0-2b1(2-abc22/(1+0-)1(+1a)b(a10b*02*)*(c(b1))abbb2)*b1+0()0)ac)22101c-/*(+(*(-ca+c*a0)1c1-1*(1+b)(a*(2((*b)cbb02(1c2b/2()c(1+c0aaa21*+1c*)/21--b()ac)1/)c0b+cb0b)((a-(*/()1(2a0(b22/1((2*+0cc0/(*-2/0+*+*(*aa)aac(2a+()/a(*2b**0+-b1a(b1)+)1+c(0011a-a)2*a((*0a+/bc*,incorrect
cc2ac0//1-c2+)))(0)()a+(b-(c-)10***/a02))a1+-(c0-a02212cba)b(1-aa)b*++aa**cbcac)+/c--c(/2a(b(2-a22)/a2(b,incorrect
(1bb-)b+)cca-2)2aa+ab*c(//(1-/)0a1))))a)(+2b2)*a))b1)-))+b+()1-)))cb*+0)+)1a1)(1b-aa-/)1c0(0)bcb12)2a(()*2*b12ab-11)((-c2)+(b(b012))02/b(a)1*10)+/+)a1b10/ab+0(a(20ac1ccc-2)2)/a0)ccccb010*(*)((bca120a*ca+)-b22)(10)2+)*c*21(+0)2))2b2a/(c0(*c2(+/-0)(+ca)(/2(2(a2+(c+*b)(bba0)0c0**+1//22(0a*a0+20c**1-+)-)cac1(-+))*2/b()+-10c)2)c/0/b))ab/*/+0*))-)1*a1)-2ca+-*+/01))-)a**--2))211))a0()a/-((1a+(()1*0+-2*-a0/+1c*+c*a*10)1+1*c/*/(*0c2a(+a-(b)1222-+b(1(*)2(c(cc()20(1)b)(12+1*cb+a)+(2-(+-ca12-+b-(+2(*)-1()c0a1**(a0c/21-202((()1+(1a10-()c0a(b(*/)aa+2**)-1-(/-(bb(-b)1a-)(-*)a((0aa1(**/2)c*2--/cb(-(*a2)0+/22a00ab)--0(-b*1)(aba)0+12*-1)+bb+a1a*2a(a)()(/)10-((c1bc)b)1)21)0bb/c0/-2+/10(+))bc/(1212-0*))(211*b-)-c1)a2+(/*00()/-*/-a(-abbcb)b)11+1)b))c(c/)2-ba21bc/c+++)b2*a/2/0cc(11a1)+0aaa(-()1ba,incorrect
/(*+*(+(((2//))+(0**a1c1(b0-1(c(-*c20bb*aa(b0b)++(c(()-aa(-a1()(-*1(2*10)(a)/ca0//+-a-*0*cbc0c*/abb0+b)b2**2(c)+a1a+/b/1(+a-2a1/baa)2+b1/a()(1c-a2/-+/c1a)*)/2a0b2-)b*2+b)/1(c+((b))/21c0(+ac)c0-*c)a)/(ccca1a+)0ab21c+2/(2c-a*(a0a*-b(c+b(a(+c)())cb(b/-()/0112-*-ca1(+)bb(1*1b*21c))c+2cba00*b)b0(-/020c0-bb20cacab-b/+)2*b1)(()(1(*)c1--1*((0/a-/)()ac///+2b)1+(()2a2()-ab1())ac/ba1+222-)/1a10+(b-10(aca0c*0(1-0*)*+/+-ba)(()a)()//ab**(+-((c)()-(12)(-1*)0(c2(c)(a*++/+**-*c-1)/)-12-2(/*c/0a2a(0//)0b,incorrect
ca0)c-21aa))*(a1a)*+(1b+a0c2*1aa)2))(1-/c2)1/0cc)2((1))/b+((/)+/((a*2c1c0cb1a()c//(1ca1/0b*--//0((002)cc*2bcb02a(/ca1ccca20a(2b0)2b-0c0cc)aa(acc/)22-)*102+/a/)(12b0a2+0)1a1)-//)c-0((()/*)c21-0a10c(/aa(0--*ba1)c1a2b2(/+c(2+(--1-1-0)2((*a/b21(2(-(a)(a)0b)*001c)0aa(-+2-1cb)c1--1a)**0ca(2a-a1-1c*c(+)c((1-01+(b1)c-0/))*1c0b*(())*12c(2c1ba(bc)c*/)2/)cc-(+((+()/c/-c0a-(b)1cc)b1()()(c)b*c1-b)))))*(-0c(ac(c0aa120(*+aa)2a0c2)/0)(22)/a(b00)caa0+11a()(1/b)b120*//(-(b+//0*0)ccc1))()a/a(0c22(+*+-*)(1+(a/)b++/2)*))c()+ca0-)1c(1-2(*2+(-)a0bb)-))11b(b(1((---0bca)(bb)/b)a-)a*2/*(22(+)0+bb(c()+12+(ccb)ba*cba(1-cb-0-a-*aa/aa(c(b2/0/1*/c+c0+)b-10c/b**(0abab(a-)1)00(b((/*bc20/ba(*2/2(c*a)c2/)*bca0a2)0/10//--(++a*cb-(1-21acc22(1ba2bc1(1()11+b/c1bb-(b(((-)+/2*a2(2)bb(/ab0))(+ccb(a/ac1+)(1,incorrect
1--(b+/1*)c(2bc0b())a2()1+2((2ba())ac)b11*1c*-+)+00)c2-0)2)+)*(1+/)20)0-)0)a2,incorrect
20+a01ac(*))(a/c))b+0c2*0(*/abbab)b++b11)c*b22(a/)a)a+*/001b1acc(2a)+b*ba)(/bc/c0)/1-))2ca0--a(c)bb*2c+(0(cb)c22-/(00**+1+2a-a)2ac2-1c012ba+baba(-12)*220(2--2***b0*)/*2)-+*a-(02+02*(*+1)(()(c*2)-a(b+*(0-(ac)a/b02a2a((*)00))0222(caca11b)-0+bb)+2)1((*)))c+(+1/2)ac)0/)02abc1)(10)*))b)-ac+*(2)/+)b2)2b0(1++-+)2*2c1*/a0c0((*)((++-ab)-(()c/(+1c0a22b(**0a(2a*2a(a0-cab/102*+))2c1a)/*b+0*22+-(b())1b2b2)-c++1c0-)01c(*b)cbaba(b*a(c/(b(b)a*0(1)))2*aa/1c((c(b0c-*a22))b)-)0)b)a))/(/)-)0-0+)))-b1*ab(c2c0a),incorrect
(aa(a12(/a(a1)*+-bcc-b1b/*)+*)*2*0(()b102c0/10c)a-b/)1c)-a21)*a0)*01b-2)b(c1a/())/(120+)))()((2)b*/c2b/0+a0((*+)))ba0--*01b)/bb)*+)))*1+()(2(/()(()))01)+b1-)1*/-/1/c2b/)(10b(c)*2c)0c/)*())(/))2a(///)+*1001a)+/-0(())-cb(20c)*(21+)(((a(2-22+c10c*02bc-)c00b0)0a)(-+ca+c0ac(*a20)+(211*/1(b00c+00ac+b)00)a--2000(22)))(b2(121))-b)(/a(2201a(c+)2c0)b)bab**+2-a+c1*)1()a*)*(0*2/0(+a))+)2(-2(*(2/b12-1/+)+b/*)2))(a/(1c**)/()a+((+a-//1+011c1+/a()(2a2c*(((-2(b)2a2+/21-()+a(()-(,incorrect
1()2()*)/01-*-/()c(0a(b)c)1cb)*c(b()ba2/bc)b21)0())(c20+211ca2)-bbbb-cc2a/a0-1)*002()))1+11)a0c1b)/*(a))c)1/ac0b)1+*c-0222((c(c1(2)a-a21(*01(/b)b0b1a/))bb)ba22b/01-)ba*/)0b*0ccbba*-)2)+(0c2(ba1+0a20b0+)((*cc(+-)1((bab-c+cc02a****-)a/b/)(/)c)+++a1b11a/2+2+)1c)+()+1)/1(022a//c)cc)02+01b(/*/)(00-b(a/)(++a-2))(/-/c-)ab1-+)1*(01a2a))((b-aabaa)/c)-02a22a-)c/)022c+1/)ba1*00(+a/a221acaba+/(b/b(2/-)/)ab/a2*(c)2a2())a-2/(*)c0))1+/)(a/a1-+)12-b)bc(-c(c-2)100/(c/a0*c0*c)-c-))2)0c/+b0b10)a()2-22a2(0+**/cbcc/a)-c00bb)bbc0/1c*+b-a0c012/+1*)*)(c((baca0(0--bb/c+1(2(2*202b(0)021+cba10(0)0(*+0b-+-ab2(1a/2a/)1/(c/0bbbc22(-)c0b(1*0-)c*((*+aaa)c)b22ca)0)++0))()c/ac)1)-ab)a+b0)/1(+(+(b2)))b)0+c)b)0cc/c/bba/(*1()21+b(1b,incorrect
20(aac)-((0)+c0-/))-aa/1ab((1(()1c0)/)c0)(*0((/-1-)-1a(a112b012a10(c1c)/c1ac*+bb)--(b(*)*c(0cb()acb+)01(0/ccb(/)02-0(2ca01+0b))c0)/2-2a)(b)1ca*)1/)0)0(1b001b1c+b2a2))))10*ab0a12((0-(12c(20)a(b001aa2-+a1*((11(/-()--)/2)+1(1)b*a0c)cb*)(/1c22c2(c/+bb+1a1+0a-)-)(c+()b+c+2c2*0)2/01-c)bb/++)11a/00(*cc/-1bb-022((((1ba)baab/-)b)0)1-/1)//12/b)1c2/a10---*2())1/+1))*+/1)bcc/b*(*)0*(c-)b))1b0b+1*((*/a(c()a/a/b+b0)0*0*c)/a1)((+22(1ab(+2b2(b(ab((c0/1)b)b*-/(((c(0)(*(b2(/2cb2a(2-ca)b(2)-)/(bac((-)+02c)*cc)aab(1/ac(-)/0))01a*bb(a()(a-*1)(c(10(1+ab)b)11(c20(/0--0b(a)0))*c0a2/b*++a1)b(b(0)c)-bc)a)a-ab01))(b)))b(2cb+(/b(2*+-ac001a+)+)0)-12ccb+cca20/(c1+a2)+0(-b+2((2(-+c(*0-c*-1)+2(-(2)/)0)00c(-+20*a*201()(*c+ba1a*(2ba(2b)-)+c()*0)(1*b1-)())()10-())(abc-,incorrect
/)0)12)b*)b)/2*aa/-//a1+*b)c)0c1220)+-bc+/+a1a++()acb10)aa1((ab2-c0c0)2b1a0c0*-010b0ab)a2*c)*-bba1-a(1c(/()c0))(1(210+1)0b1-c0ab(2010/(*)b(0/*122b((*1cc(b2b(0-+*10c((b-b)+cc)*+2(+)a2)-(+/a)2/*a0b11+(/(ba*)(+--0((12(0cbb)b/*121+**cb)a/(++2b0(cbb-2a0+a0*-2-aa+0)+)(c2(c/00b)0*0*)+))-c())a-(c)/+/2a-+a2)bbcc0//02000+*(+0)((*a)0a)bc)(bcb/a2aa)bb)*)0ac022c+c)1+0)a+00(b)c+b()1+b()ca1))(c(ca0001*cb(()(*+)())2)cb0b)(ca(((2aa)1b-(bab)2(()1()a*1+a*11)*0(1a-1)c)(2a2/*2c/12a(()21***)0ccba0(aacb()((-ab1c*a00+c)1c)a)(*b)(1abc-*)b(0)b)+20bbcc1)/--20-(-+*1b2022)))0(+2)-c0022b0aaa-c1a--a0)b/-1)2-c+a+02a+a--2*c+)c*2+(c-0a)bc+*0baaac)-*c((0+(*)c()c)-)0a+b1b))(00)ac))1b11c/c)(b1bacb2+0+ba/b)22((a/1acc)+01*c)c*c/)a)a-ab*+1(+1*/c)-c1((02)2ca+)c(1bc+-00/*)))a)ba/b(21+)0/bb(/0--aca()b-b(+(aa11(102)*)(1(b)c1**a/-*0b((1+b1b2+/0b1c)b0b1(a+a)(1a(*+0-)ab*bc/-/-bc0*0*2)-1acbb/a+b)c)0/2))/b/(a(-(cbb-b(1(2a)))b)(c1*2b-/bb-(020)/b(*+ab/(0+++2+)-a)(1a0(2+1+c2a)/cb,incorrect
+ca-c1(*)2--b(+))cc))(2()a+)212-(a))()22/)1/11/b)-)()b(a-2a)aa0+(1-*-1*)2b(+a+(-)2a-bca011)a-01*10/()b1++021)1+*/0*(-(1b((/*1(*()1-/0)aa/2)2bb1()(c/1)2(c02(c()))b(c))c1a)a2(ac1/)))2+)(b*2bb1(a)/1a/22aa-a(ab/(c)2+12+11b+b(++aa2*c1c2)-0*c0a0+(+(*bc)(12(21(+a--2bb/1a)+(*c)*b))1b1c/*a0*b+20+1b-1*)-1/-(1+1c)*/2(b(*/a+/+b)+(1)c/-b*+2c(bc101)(-21c1)a))ca(1b-2(2(2))c+11c00+c0(+*()/10*212c(b*)0(/10b(acaa2c/*c((*((*121021+(2b+-)2/aa()aa(c-)1*c0/b0)-0a0-)c-c-2cb12cc)b(bc*2/)(b)/b(b)(2bbb0(/2**a(0202c2*)cbbba(a)/-0cc2))*20-)a//*00-)/0*2-b)2c*0100)a0c((0(c(11(a-/1((b+b+bb*+/1)aaa(*(a2((++*-0b)1/+)0c2)*111(2c+0b((202)2)a)(-(((/-))()1)*cc1)//a(*)a()b1(c())0))ac1/b+b)-+0-+)0)a12c*-(b))a/a++()/)0*1))+))a1c((a)-b))/)(ab+a(a12(0/cc1c0//*/)1b)aa01c)(b+)b)2-c(20c2b-2ab)0--1))22*1+1((+2**1-12*c12b0)2-(ccb/c(b(1(-+-**b(a*-b*ba-1(c/(b/*c0/2/(bb(+)/b2b1b0cbb2ac02a(//0/))(-*a(21b1b*+20)2-+2())0b0+2/a(0(aa+)b+b/cbbcc01(a)((1***(22c2)2-1+(1+c(c(01a*c(/ab2,incorrect
-(00//c1c20*2a2(2a/-+)(2)/c))2ba1220)ca02-002(0ba12baabaac(*acc(bb1((()+a)20ba//+(b)b)()21ac)+*(()02)2((a*2()**/)10c-c+((2ac*ba(1+((*1)2()cb*2)+/)(c/((0-c+c20-**+a*/1)*)*)2c))b)(c)0),incorrect
210c()+)b/1/)ab)(a(/*)(/(1/*b)()b+a2*/))2ca(()b/b-)b-)1)a0)*+0(2)1a)+2)2(02)10acb11)0b0**a1(-++-+)+/b)*(-))1b(*()2b))10b+bc2/)(c22(0b(b2b+(*a2a1(a+)a-c(c+0bc-*()2b00)c1/*/-*c,incorrect
c/-2+c/-c)bb--)0)2(1(+a1+(+/(cc/(-/(/+++b(b)*)-ca()0b)2(b0(00aa2ca(10)c2+()/*bb(/2)0a(a*c/)00+120*cb)2)bb*(1201a-)0b(b((a2)a1b0)a-/2+(b1(+b+/*b)ba-1c1)1)()c-)1*a1/0+a1*/c)1b2)b2c1+++(0+*1-)0caa+-+)/-0cb2())c)a2-0/-((+)2)+*2*1(-a/(122/+2(1(+*(0a0)*211)/c)a)a)a+-(1-b*1+2)0(1*10-(-1+2(((b+b0bb0/(-2202bb(10-*+-**(c0accc-+(a-)c11)ab--b02+a)00(b+c1-0(*a0*02**a))01(a/c-1))2a01/0(0)(1+((-ac0)0/*0b)2)0aa*1(1)(a(cb0((2bb0)1*-b1-(2)(+b)21*+(++2)/)b(0c*)c()2()(++/b2/0ba02202a)/c)(--*-(b(a0)()cbcb)1(b)(++1(-20a012-)1)b+a)++)(1(/cbcb+00cc011)1)aa*2()c0b()+1022a*cc)cc()b)2/0b1(+bb-a(b*1+(0aa(-)b+)12-c0c1c12bb)a+)(01/200/+ba*-()cbc-*())2-()(((2c1-()b1**20c)1bb-*0/*0c+b+2*-+1c2-))+b+bbc-a(0+a2)*)/0(1a2b22(*0)+-,incorrect
(22+c/b2ac0a(0a((1*(-a2)2b-)(/1/*0*()ca-2b-/c/0(*ba-10)a/21)a+)a((c1--0-1b)c*1-a1b)1,incorrect
